"model","S","N","lambda","alpha","iter","N_mean","N_sd","N_2.5","N_50","N_97.5","N_Rhat","N_n.eff","a_mean","a_sd","a_2.5","a_50","a_97.5","a_Rhat","a_n.eff","nbErrTot_mean","nbErrTot_sd","nbErrTot_2.5","nbErrTot_50","nbErrTot_97.5","nbErrTot_Rhat","nbErrTot_n.eff"
"LMM2",7,500,0.51,0.95,4,503.3263,10.9316377247495,483,503,526,1,4363,0.961301872451921,0.00665511182730121,0.947972005525833,0.961416323916202,0.974131276244982,1,6273,69.9007,8.99739335387523,51,70,87,1,4088
"LMM2",7,500,0.51,0.95,5,500.6374,10.9640700372439,481,500,523,1,3842,0.949571876287598,0.00702814523409645,0.935534924914907,0.949622633740272,0.963037501079967,1,6389,91.67335,9.01374018668764,73,92,108,1,3642
"LMM2",7,500,0.51,0.95,6,491.04985,10.685161375065,471,491,513,1,3971,0.945339556686927,0.00715650257737394,0.931064040052954,0.94548886662682,0.959087004546459,1,6626,98.6633,8.79018182262595,81,99,115,1,3768
"LMM2",7,500,0.51,0.95,7,499.6262,12.350587047182,477,499,526,1,3600,0.955310822946643,0.00765280940132217,0.940033052631522,0.955454066923456,0.970194252704285,1,5291,75.941,9.97007969499022,55,76,94,1,3434
"LMM2",7,500,0.51,0.95,8,503.22365,12.0995144774503,481,503,528,1,4071,0.958312271634752,0.00738768709456015,0.943485131791361,0.958421988620945,0.972502307140343,1,5657,71.8599,9.76771940665375,52,72,90,1,3634
"LMM2",7,500,0.51,0.95,9,492.7103,10.2251162125463,474,492,514,1,4152,0.950410316424169,0.00677782153825575,0.93674456493788,0.950559853262146,0.963316520621363,1,7613,91.7421,8.4732684015007,74,92,107,1,4178
"LMM2",7,500,0.51,0.95,10,485.24225,10.3586596637307,466,485,507,1,3536,0.936161478003839,0.00736212050465287,0.921588748934622,0.93624794377789,0.950219494171907,1,6204,116.68975,8.59850519870068,99,117,132,1,3309
"LMM2",9,500,0.11,0.8,1,454.66245,107.122200632226,291,439,710,1.04,191,0.758836003835559,0.07563408716179,0.629425643156743,0.752739768636057,0.925462261808377,1.02,221,124.90375,38.1826188409933,39,129,189,1.02,188
"LMM2",9,500,0.11,0.8,2,429.78945,108.758872021135,266,413,679,1.01,196,0.761092363140501,0.0821840841422725,0.618572783975075,0.754319514133921,0.936607966263658,1.01,228,106.7662,36.0253428689644,29,110,167,1.01,206
"LMM2",9,500,0.11,0.8,3,385.8485,81.4584871085027,258,375,579,1.01,257,0.731776687977359,0.0646408174097823,0.618454761664228,0.726997709376645,0.872315834766831,1.01,288,134.53245,31.2491547482668,65,137.5,187,1.01,283
"LMM2",9,500,0.11,0.8,4,334.0463,78.7865421393217,215,321,527,1.04,195,0.672836657686544,0.0658301718933235,0.559214496088679,0.666613206274501,0.819008727662756,1.03,250,159.56385,30.6382564503174,89,163,211,1.04,220
"LMM2",9,500,0.11,0.8,5,433.0749,99.4485218111085,277,419,671,1.02,181,0.742844266374623,0.0711372159407582,0.619474763712117,0.737493697531729,0.901003561873339,1.01,203,135.06265,36.3504978358226,52,138,197,1.01,186
"LMM2",9,500,0.11,0.8,6,319.45055,75.2290710121677,207,307,501.024999999998,1.03,209,0.663346324818375,0.0647983958211334,0.553321294587851,0.657945752463542,0.808838137367015,1.02,251,162.07575,29.6789530467333,94,165,211,1.02,236
"LMM2",9,500,0.11,0.8,7,265.77545,65.2470695610294,168,255,422,1.01,162,0.57965956892167,0.0606018783211568,0.476072733327237,0.574089493443037,0.711787867168141,1.01,216,196.2007,26.3702804136485,137,199,240,1.01,204
"LMM2",9,500,0.11,0.8,8,322.53445,70.8223997320953,216,311,494,1,244,0.701559873438969,0.0636220743388076,0.59319297111444,0.695923507546439,0.844798988690305,1,304,142.8863,28.9765897656664,76,146,190,1,274
"LMM2",9,500,0.11,0.8,9,250.6467,52.3754497689225,174,242,379,1.01,213,0.597074648285371,0.0518284759463966,0.508281087111801,0.592254800783347,0.712251539937751,1,291,195.26235,22.9101716771353,142,198,232,1,246
"LMM2",9,500,0.11,0.8,10,433.55145,99.1339353085208,279,420,669,1,204,0.763245864007176,0.073623129280592,0.633042576819829,0.757953545072253,0.923988382645516,1,229,117.3907,35.6004202644597,38,120,179,1,224
"LMM2",9,500,0.11,0.9,1,519.46575,81.8628548444755,365,519,671,1,359,0.892430140122108,0.0595745058920537,0.77074422420959,0.895438716097228,0.991623105123021,1,375,55.08435,30.318337605437,4,54,116,1,343
"LMM2",9,500,0.11,0.9,2,454.29395,80.4413959619468,309,451,610,1.01,379,0.88001127140713,0.0659626804759309,0.749000529076703,0.880924551590554,0.990991326547171,1.02,362,53.06445,28.9546751813631,3,53,110,1.02,366
"LMM2",9,500,0.11,0.9,3,402.4828,65.3250294460983,291,398,542,1.01,402,0.85443538969381,0.0573309187177174,0.746763651331497,0.853885180360942,0.968859852424897,1.01,444,72.47255,27.8264561538225,15,73,122,1.02,403
"LMM2",9,500,0.11,0.9,4,376.25435,76.9587005357868,258,366,555,1.01,266,0.767446279222772,0.0646687106407497,0.654660321557149,0.762619147636701,0.905910159545659,1.01,321,113.11485,30.393575767749,47,116,164,1.01,295
"LMM2",9,500,0.11,0.9,5,478.11975,77.5572405789157,334,475,628,1.01,332,0.882604978140589,0.0596109535987416,0.762145642697114,0.883227080835498,0.987535504649851,1.02,355,61.0622,30.6614650242266,6,61,122,1.01,322
"LMM2",9,500,0.11,0.9,6,368.51645,76.6336829694735,249,357,551,1,262,0.793325212713885,0.067526233211249,0.677507165644748,0.787000575184389,0.941364036144425,1,305,99.0024,31.4486095875835,28,103,152,1,286
"LMM2",9,500,0.11,0.9,7,342.3697,72.1966442411417,233,331,513,1.01,302,0.732962302843476,0.0640241205306584,0.621922760237099,0.728183156924844,0.871111625173369,1,340,124.2053,28.453258711553,61,127,172,1.01,312
"LMM2",9,500,0.11,0.9,8,384.74255,68.5159024675443,270,378,534,1.01,386,0.844099165619721,0.0619386197627607,0.730168871392338,0.841910664813544,0.968375972053576,1.01,393,74.09235,28.7354468866049,15,75,125,1.01,371
"LMM2",9,500,0.11,0.9,9,298.57675,54.9136101951669,212,292,424.024999999998,1,342,0.723529941786726,0.0544723387163028,0.626715560042192,0.719733794031281,0.839868624654498,1,451,133.74455,24.5730459452395,80,136,176,1,367
"LMM2",9,500,0.11,0.9,10,395.44525,74.5727340056026,274,386,565,1,323,0.810581747103525,0.063027329470385,0.695297548685812,0.806542795059952,0.944688949885118,1,359,93.72325,30.3808131742381,27,96,148,1,338
"LMM2",9,500,0.11,0.95,1,460.7301,68.1616164295398,332,460,589,1,466,0.899282150350819,0.0541831975303633,0.787614337991526,0.902308775801038,0.990622824556078,1,440,51.5891,27.5128826029818,4,50,107,1,408
"LMM2",9,500,0.11,0.95,2,444.8084,71.3738376485042,309,445,578,1.03,440,0.902143753102092,0.0598991349094205,0.77666666889335,0.907030999899808,0.994413629098878,1.04,427,43.1529,26.339030141891,2,41,98,1.04,402
"LMM2",9,500,0.11,0.95,3,395.2553,59.5582587154717,291,391,516,1.01,485,0.886691663013716,0.0534254586515487,0.785408307092698,0.885381208869236,0.987058771899446,1.01,486,56.31405,26.1383508138265,6,57,104,1.01,447
"LMM2",9,500,0.11,0.95,4,406.8416,70.7808145306712,286,400,559,1,357,0.851393686341232,0.0608988399786923,0.736832464499206,0.849923260623595,0.973753556862884,1,381,72.0408,28.9045568904014,13,73,125,1,375
"LMM2",9,500,0.11,0.95,5,431.7096,61.9879995922168,318,429,554,1.01,494,0.89501948554056,0.05207566219945,0.789020117055668,0.895844970636445,0.988824604949366,1.02,493,54.5722,26.6446802215603,6,55,107,1.02,455
"LMM2",9,500,0.11,0.95,6,362.5384,64.1128953378915,258,355,505,1.02,371,0.841470798595285,0.0601746398723292,0.732569899294348,0.83863534101479,0.964669294166781,1.02,413,75.7383,28.0248618686005,17,78,125,1.02,395
"LMM2",9,500,0.11,0.95,7,364.43105,71.9772525325995,251,355,537,1,350,0.792456224207054,0.0646468864138955,0.67766206733348,0.788406984881659,0.935287520868126,1,390,96.3136,29.0184951142015,31,99,146,1,363
"LMM2",9,500,0.11,0.95,8,406.5669,59.2071397608425,298,404,521,1,537,0.902962889739698,0.052581410346636,0.797831273017405,0.904275183100564,0.992446685622466,1,537,45.88815,24.6389345027777,3,46,94,1,476
"LMM2",9,500,0.11,0.95,9,286.8755,49.4824244077255,211,280,402,1,417,0.740785190585149,0.051679752304794,0.649825679411303,0.737345117860104,0.851171617000399,1,517,125.1933,23.257342503154,73,128,164,1,455
"LMM2",9,500,0.11,0.95,10,389.4201,67.5672004919481,277,382,541,1.01,387,0.839511756070469,0.0594349809999211,0.730478024740684,0.837013118030149,0.965066017887817,1.01,418,79.33515,28.6263933808889,17,81,131,1.01,382
"LMM2",9,500,0.23,0.8,1,525.09945,43.2468666410783,451,522,620,1.01,487,0.830499900359848,0.0263882286687545,0.781545415123672,0.829634484498206,0.885101345893567,1.01,602,178.19445,25.0061473355599,125,180,222,1.01,492
"LMM2",9,500,0.23,0.8,2,493.70555,44.7153141794129,417,491,592,1.01,431,0.791073115835476,0.0282919229875919,0.738865030021123,0.790041020277829,0.8494203847063,1.01,567,206.4078,24.8748273765237,154,208,250,1.01,458
"LMM2",9,500,0.23,0.8,3,447.7883,34.0224243606767,388,445,522,1,452,0.773038028426547,0.0235639703960123,0.728449254969986,0.772341278043424,0.821091009389026,1,701,237.71065,20.6981387381779,193,239,275,1,460
"LMM2",9,500,0.23,0.8,4,504.7599,46.9481102733956,424,502,606,1.03,369,0.776594540131491,0.0285413716503152,0.723693344038092,0.775730323453634,0.83435362156012,1.02,469,228.1409,26.0888286156916,174,229,274,1.03,377
"LMM2",9,500,0.23,0.8,5,480.7479,40.3862662066563,410,478,568,1.03,359,0.77331552939367,0.0258883184091804,0.724341944131704,0.772614833253812,0.826028713982919,1.02,554,237.4734,23.5592751249316,187,239,280,1.03,402
"LMM2",9,500,0.23,0.8,6,496.67865,42.6850815272356,423,493,591,1.03,453,0.80481339455496,0.0275645088473268,0.754189806725831,0.803945631009026,0.86145150781661,1.03,578,193.0367,24.4566056391309,141,195,236,1.03,521
"LMM2",9,500,0.23,0.8,7,467.86655,40.3526474708339,400,464,559,1.01,375,0.776480701444177,0.0264420434343203,0.727045672218459,0.775402605720029,0.831054854352113,1.01,483,229.7901,23.8175293791209,178,232,271,1.01,347
"LMM2",9,500,0.23,0.8,8,568.8126,57.4845631886531,473,564,696,1.01,379,0.83233266740949,0.0326100669351938,0.773451873109462,0.830793439897413,0.900592075459616,1.01,435,164.62775,30.0378393618312,100,167,216,1.01,396
"LMM2",9,500,0.23,0.8,9,450.35355,37.9577909274513,385,447,532,1.01,420,0.755600405689236,0.0256894973280435,0.707614171341802,0.75473701945274,0.808073912619243,1,593,246.59,22.2709002882682,199,248,286,1,428
"LMM2",9,500,0.23,0.8,10,508.72385,41.1436463036403,435,507,596,1,510,0.821047592565913,0.0257358180143244,0.772480019994747,0.820702458526964,0.872845709810191,1,679,189.81555,24.3586944538757,140,191,234,1,522
"LMM2",9,500,0.23,0.9,1,531.94725,36.0483542152701,468,529,610,1.03,854,0.924745522273015,0.0223619453284571,0.883070858638957,0.923917461328448,0.970627361822911,1.02,906,78.52,22.0512360844158,32,80,118,1.03,783
"LMM2",9,500,0.23,0.9,2,490.7084,36.2846771837633,427,488,569,1.01,723,0.88887842244415,0.0244062499933446,0.843379589608498,0.888079266911806,0.939700477294372,1.01,843,109.2541,22.0736380206067,62,110,149,1.01,724
"LMM2",9,500,0.23,0.9,3,442.91335,27.2416234295949,395,441,503,1,980,0.86226931770528,0.0200677328875316,0.824428024693513,0.861818423127059,0.902772559475838,1,1299,143.9101,17.8958886656002,106,145,176,1,952
"LMM2",9,500,0.23,0.9,4,498.30835,36.4433694413169,434,496,577,1.01,676,0.869950239369081,0.0238591037011736,0.824776120020474,0.869374452880108,0.918112483758036,1.01,803,132.39855,21.9112074735316,86,134,172,1.02,681
"LMM2",9,500,0.23,0.9,5,482.1042,31.3712105281658,427,480,550,1.01,841,0.888806157446583,0.0213378933263081,0.848164432627313,0.888277405817188,0.932030105585658,1,977,115.8396,19.95589596408,73,117,152,1.01,790
"LMM2",9,500,0.23,0.9,6,470.2336,34.3421402968715,412,467,546,1,754,0.874921955770781,0.0237521094795114,0.830968445377254,0.874075357992124,0.923865080661644,1,876,123.3208,21.0877766034284,78,125,160,1.01,713
"LMM2",9,500,0.23,0.9,7,507.40685,35.5974462846227,444,505,583,1.01,790,0.896428329799709,0.022998775695865,0.853127709748538,0.895871976571577,0.942650490403541,1.01,915,105.9533,21.6686523723738,61,107,145,1.01,760
"LMM2",9,500,0.23,0.9,8,568.78425,40.3066723177338,493,568,646,1.01,780,0.949348986215093,0.0243591332437115,0.900832675583624,0.949829063918245,0.993545652505824,1.01,688,49.06825,23.0439111921056,6,49,94,1.01,668
"LMM2",9,500,0.23,0.9,9,463.4451,32.6539431001832,407,461,533.024999999998,1,790,0.858528845244764,0.0229183001872663,0.815628772263757,0.857993650734495,0.905430596043497,1,917,142.22865,20.4401457713847,99,144,178,1,755
"LMM2",9,500,0.23,0.9,10,507.7345,33.6355775534458,448,505,578,1.02,866,0.896803131936198,0.0216903032666707,0.855491590667925,0.896470090836955,0.940316735976009,1.01,989,109.0229,20.9494897228067,65,110,147,1.02,807
"LMM2",9,500,0.23,0.95,1,533.03215,26.5988813938118,479,534,581,1,1464,0.973600888835388,0.0161138305390511,0.938990736988788,0.975351202619788,0.998283979223617,1,1353,26.9398,16.2400542772537,1,26,61,1.01,1242
"LMM2",9,500,0.23,0.95,2,509.174,33.4938399689524,448,508,578,1.01,923,0.945653695809,0.0219969983968401,0.90300352635282,0.945634527728278,0.988329939848115,1.01,955,52.9824,20.603310779114,11,54,91,1.01,855
"LMM2",9,500,0.23,0.95,3,457.4763,26.1495970978793,412,456,513,1,1266,0.925033868392703,0.0185122729913186,0.889995811457385,0.924678196466944,0.962179646141915,1,1412,77.86885,17.5401776664072,41,79,109,1,1167
"LMM2",9,500,0.23,0.95,4,499.0295,32.8046831582299,441,497,568,1.01,940,0.923488191252517,0.0215232039694844,0.882560921945784,0.9231482378794,0.96619887215372,1.01,1044,77.46905,20.4191965874508,35,78,114,1.01,857
"LMM2",9,500,0.23,0.95,5,481.4358,28.4070453650379,431,480,542,1.02,1165,0.935796797811846,0.018976750979555,0.899582027540408,0.935461796674384,0.974181037868348,1.02,1211,66.6086,18.4596328225184,28,67,100,1.02,1024
"LMM2",9,500,0.23,0.95,6,453.34385,28.8337282773459,403,451,516,1,1051,0.91400916589907,0.020664109113809,0.87509264716202,0.913363279245714,0.956613482785833,1,1204,84.4967,18.6231208485986,45,86,118,1,993
"LMM2",9,500,0.23,0.95,7,492.2156,31.4209369752721,437,490,559,1.01,978,0.925424854122594,0.0209406219199787,0.886184356406382,0.924807289129943,0.968028033695041,1.01,1037,76.0099,19.9328138466046,34,77,112,1.01,903
"LMM2",9,500,0.23,0.95,8,544.0522,25.3870360664653,490,546,588,1,1903,0.979496704265539,0.0148823123041001,0.944530290872996,0.982255463579846,0.999081885227454,1.01,1583,19.28855,14.026868023505,0,17,52,1.01,1526
"LMM2",9,500,0.23,0.95,9,450.7915,27.4996825322942,402,449,509,1,1202,0.908498290120983,0.0198797816653414,0.871108127044183,0.907984372820967,0.948489270957033,1,1405,91.54985,17.9192513782244,54,93,124,1,1117
"LMM2",9,500,0.23,0.95,10,508.275,30.7325169711166,452,507,572,1.01,992,0.941142194127362,0.0197952482753247,0.902766680867376,0.940819115245012,0.979655663020992,1.01,1054,61.8495,19.6750299895643,22,63,98,1.01,920
"LMM2",9,500,0.36,0.8,1,533.42655,22.0478550088897,494,532,580,1.01,647,0.821085653837169,0.0137026110296057,0.794618510690467,0.820963000945933,0.848377333243272,1,1390,285.618,15.8321132130376,253,286,315,1,715
"LMM2",9,500,0.36,0.8,2,526.2726,21.1558684004791,488,525,571,1.01,607,0.808010824673011,0.0137477494236599,0.781233551062128,0.807917349917094,0.834923299087787,1,1324,304.93685,15.2320144035725,274,306,333,1.01,634
"LMM2",9,500,0.36,0.8,3,504.02255,17.9503468558441,471,503,541,1,700,0.800530887947691,0.0129019076869737,0.775089241645814,0.800578451836788,0.82569174073647,1,1446,330.56085,13.6355818992879,303,331,356,1.01,702
"LMM2",9,500,0.36,0.8,4,531.51925,20.4354620658059,494,531,575,1,623,0.817665849561883,0.0131388768217913,0.79201431931345,0.817631682928117,0.843150025195701,1,1389,299.9084,14.8871249999635,269,300,327,1,674
"LMM2",9,500,0.36,0.8,5,514.20765,18.4379155360351,481,513,553,1.03,770,0.830083302597205,0.0124681755024074,0.805177081342284,0.830217288722001,0.854222577586892,1.01,1775,277.94625,13.7375142184583,250,278,304,1.02,890
"LMM2",9,500,0.36,0.8,6,508.8708,21.4329926986131,471,508,555,1.02,585,0.801750636771263,0.014189947155684,0.774019063236484,0.801707134236097,0.83010736640063,1.01,1246,310.5382,15.6068516828658,277,311,339,1.02,614
"LMM2",9,500,0.36,0.8,7,485.60905,18.2513167641593,452,485,524,1.01,630,0.793740252806151,0.0131675464210482,0.767660385470361,0.793662594311154,0.819559856910519,1,1572,329.4051,13.5204302480248,301,330,354,1.01,629
"LMM2",9,500,0.36,0.8,8,469.4128,16.0811543844438,441,468,504,1,644,0.791644415208005,0.0123567650737779,0.76762039762849,0.791604394678703,0.815856256758214,1,1690,342.4624,12.1248479098437,317,343,364,1,677
"LMM2",9,500,0.36,0.8,9,518.32385,17.9806100089601,485,518,556,1.02,737,0.814916655860981,0.0123169620914861,0.790390995777237,0.814994446056023,0.83869157378018,1.01,1744,317.246,13.5784020654174,289,318,342,1.02,751
"LMM2",9,500,0.36,0.8,10,511.48055,19.6046560496338,475.975,511,552,1,632,0.813399798114908,0.0132514023589024,0.787365150147545,0.813452402890769,0.839343881112579,1,1430,298.4125,14.4756976011884,269,299,325,1,635
"LMM2",9,500,0.36,0.9,1,519.66925,16.4536315303652,490,519,555,1,2045,0.915005012959929,0.0104143499031038,0.894396636891475,0.915066790790925,0.935041800348156,1,3213,135.14285,12.4662068887537,109,136,158,1,1875
"LMM2",9,500,0.36,0.9,2,522.6537,17.2881352462032,491,522,559,1,1654,0.905690072804329,0.0109853309646585,0.883958269846484,0.905698759625478,0.92714178848363,1,2790,149.20755,13.0626989823212,122,150,174,1,1619
"LMM2",9,500,0.36,0.9,3,489.02345,13.7688699313509,464,488,518,1,2183,0.902837802026585,0.00983424210217497,0.883297692248998,0.902932920424277,0.921938947437222,1,3958,160.531,10.8096106027955,138,161,180,1,2110
"LMM2",9,500,0.36,0.9,4,518.9576,15.887709816275,490,518,552,1,1913,0.907386571577539,0.0102162814222971,0.886978787278912,0.907461750754938,0.927326853034683,1,3163,151.86015,12.1862511550255,127,152,175,1,1882
"LMM2",9,500,0.36,0.9,5,516.7192,15.403967523686,489,516,549,1,2060,0.915705029605066,0.0099977827919932,0.896169227150825,0.915711249342089,0.934985558146365,1,3256,137.37185,11.8641778271095,113,138,159,1,1971
"LMM2",9,500,0.36,0.9,6,505.26305,16.4802619714989,475,505,540,1,1772,0.911340698081598,0.0107364664986776,0.890089310773562,0.911440986063724,0.932085747881754,1,2964,138.2505,12.5479608827935,112,139,161,1,1795
"LMM2",9,500,0.36,0.9,7,495.98395,15.3732530468656,468,495,529,1,1873,0.905468909323405,0.0104645019619777,0.884960393927678,0.905547378039454,0.925765330032949,1,3522,150.4657,11.8419438899091,126,151,172,1,1839
"LMM2",9,500,0.36,0.9,8,479.2254,13.4839714370168,454,479,507,1,1918,0.892164442178831,0.0100588037473386,0.872287746454203,0.892224126482224,0.911670455330674,1,3787,176.85645,10.667648913147,155,177,197,1,1869
"LMM2",9,500,0.36,0.9,9,512.75785,14.2627130878641,487,512,543,1,1985,0.910979324951392,0.00948637561799467,0.892082830706066,0.911024275969984,0.929604463666196,1,3774,152.2038,11.2687716642383,129,153,173,1,1971
"LMM2",9,500,0.36,0.9,10,513.0153,16.3534014075629,483,512,548,1,1788,0.902501691864438,0.0107553625099129,0.881573515478739,0.90261596530686,0.92344684054426,1,3205,155.31595,12.477363897394,129,156,178,1,1747
"LMM2",9,500,0.36,0.95,1,519.1647,15.0953955714441,492,519,551,1,2555,0.966923911641336,0.00857027024958305,0.949870278810181,0.967037927782839,0.98374501914722,1,3292,51.98485,11.6673230348199,28,52,74,1,2525
"LMM2",9,500,0.36,0.95,2,522.19615,15.6565427711253,494,521,555,1,2559,0.956225141347319,0.00914413390646146,0.938270591567638,0.956256776037214,0.974234174391717,1,3105,68.93235,12.091798214356,43,69,91,1,2329
"LMM2",9,500,0.36,0.95,3,491.3202,12.6399430524041,468,491,518,1,3631,0.952405881687066,0.00805234076195601,0.936428718063277,0.952492845078049,0.968080276797178,1,4824,78.12205,10.1004531955372,57,79,97,1,3235
"LMM2",9,500,0.36,0.95,4,522.02325,14.8668107050748,495,521,554,1,2699,0.955005180923352,0.00865385513027262,0.938090541860969,0.954953313360274,0.971904260305812,1,3413,73.2997,11.617961471852,49,74,95,1,2334
"LMM2",9,500,0.36,0.95,5,507.4679,13.7360366745716,482,507,536,1,3016,0.957778528278675,0.00828693656539486,0.941439159946004,0.95784237944357,0.973836051875815,1,3862,68.3329,10.842566838751,46,69,88,1,2677
"LMM2",9,500,0.36,0.95,6,505.53985,15.1597065543051,478,505,537,1,2615,0.955241000894414,0.00916392454762602,0.937256840477145,0.955199890927921,0.973456594532057,1,3239,69.2917,11.8238615221536,45,70,91,1,2300
"LMM2",9,500,0.36,0.95,7,501.2184,14.1665851935744,475,500,531,1,3017,0.952932513479851,0.00870914591824735,0.935745866509623,0.952972459789208,0.969817407540349,1,4152,74.54335,11.1335582175434,51,75,95,1,2781
"LMM2",9,500,0.36,0.95,8,487.877,12.7603844914884,465,487,514,1,3324,0.948522888868985,0.00823927815047272,0.932075227480227,0.948662120021331,0.96423671697888,1,4922,83.82005,10.1914013379202,63,84,102,1,3074
"LMM2",9,500,0.36,0.95,9,514.98495,13.1855684920417,491,514,543,1,3267,0.958189602852267,0.00773999535180939,0.942919083972471,0.95824035933499,0.973304343837702,1,4224,70.9499,10.4936550271958,49,71,90,1,2952
"LMM2",9,500,0.36,0.95,10,507.9598,14.6475701577284,481,507,539,1,2706,0.949975469257636,0.00895676185845043,0.932082538866158,0.95001771499809,0.96727973271073,1,3730,79.25445,11.3995746724444,56,80,100,1.01,2526
"LMM2",9,500,0.51,0.8,1,500.55935,9.51113035645779,483,500,520,1,505,0.806341059820836,0.00896155852535213,0.788723435810773,0.806398561147112,0.823778178486474,1,3022,449.08815,8.08358502119201,432,450,464,1,531
"LMM2",9,500,0.51,0.8,2,502.262,10.1422531650991,483,502,523,1,518,0.801244510355556,0.00917509515037954,0.783076045672506,0.801346534477805,0.818944264898543,1,3107,447.3346,8.33612724176338,430,448,463,1,549
"LMM2",9,500,0.51,0.8,3,483.13035,8.15577002537071,468,483,500,1,574,0.802195989559699,0.00869672403798558,0.784958111893868,0.802330218537352,0.819019526750869,1,3805,464.3607,6.99976752094435,450,465,477,1,582
"LMM2",9,500,0.51,0.8,4,493.74455,9.07973663595861,477,493,513,1,424,0.797593901816263,0.0088007148276649,0.780224923895461,0.797711434959623,0.814573856769878,1,3588,481.6934,7.64774612817672,466,482,496,1,465
"LMM2",9,500,0.51,0.8,5,486.8528,8.73476084173735,471,487,505,1,601,0.812131543584761,0.00870589242835317,0.794870959735925,0.812253682454566,0.828877511022093,1,4138,429.8271,7.48464472004712,415,430,444,1.01,585
"LMM2",9,500,0.51,0.8,6,493.4701,9.27811458004847,477,493,513,1,504,0.806582477900634,0.00889437871712744,0.789094512630198,0.806671157977565,0.823752109648263,1,3343,443.8681,7.88380682858894,427,444,458,1,529
"LMM2",9,500,0.51,0.8,7,489.7103,8.2799457597915,474,490,506,1,675,0.81289921464467,0.00858071026090987,0.795863672383896,0.813007062874859,0.829518437953573,1,4585,437.43615,7.15468955697121,423,438,451,1,641
"LMM2",9,500,0.51,0.8,8,498.8737,8.86197918321591,483,499,517,1.01,509,0.80107105631711,0.00879045475163722,0.783655751537574,0.801111502264659,0.818053550699069,1,3997,473.73505,7.53209055421573,458,474,488,1,548
"LMM2",9,500,0.51,0.8,9,502.4097,9.76628972183124,484,502,523,1,514,0.804998937047168,0.00895027079873311,0.787225130102847,0.805045641573584,0.822343934297372,1,3506,443.50065,8.09126522900778,427,444,458,1,642
"LMM2",9,500,0.51,0.8,10,515.0205,9.46423575033488,497,515,534,1,540,0.80265518443398,0.00882313207445494,0.784865667867823,0.802717832609705,0.819563250273759,1,3697,470.4124,8.02444676144663,454,471,485,1.01,581
"LMM2",9,500,0.51,0.9,1,498.8626,7.42688219705675,485,499,514,1,1944,0.901696014223646,0.00679141388918899,0.888165792464593,0.901809245258326,0.914739008405382,1,8449,227.60465,6.40590353951009,214,228,239,1,1981
"LMM2",9,500,0.51,0.9,2,504.22975,8.05869791393767,490,504,521,1,2220,0.899097189489731,0.00708850063785327,0.884859892878085,0.899216636105152,0.912752970402623,1,7947,226.77785,6.88435683967317,212,227,239,1,2246
"LMM2",9,500,0.51,0.9,3,490.6462,6.90995028423841,478,490,505,1,1936,0.900601163100518,0.00669971208076704,0.887167574350647,0.900682810074338,0.913536961328044,1,9334,232.8882,6.0046318405192,221,233,244,1,2014
"LMM2",9,500,0.51,0.9,4,501.2296,6.90432236525542,488,501,516,1.01,2623,0.908070741198996,0.00641582430573929,0.894984981072233,0.908214836445272,0.92030699198888,1,10326,218.3327,6.00158409593526,206,219,229,1.01,2578
"LMM2",9,500,0.51,0.9,5,493.2639,7.30567761650292,480,493,508,1,2435,0.904026799346662,0.00677206738362973,0.890520534499744,0.904105785191972,0.917018563350002,1,9120,219.0557,6.34766194362992,206,219,231,1,2468
"LMM2",9,500,0.51,0.9,6,494.4266,7.3995844567453,481,494,510,1,1928,0.902259204575848,0.00676099305414023,0.888702931956522,0.902319735783539,0.91533921854146,1,8616,223.95135,6.37764979426943,211,224,236,1,2093
"LMM2",9,500,0.51,0.9,7,489.91335,6.81790040744204,477,490,504,1,2168,0.901566296095384,0.00663552922245133,0.888155356848256,0.901683650955129,0.914270744983397,1,9426,229.65845,5.94301771581395,217,230,241,1,2240
"LMM2",9,500,0.51,0.9,8,494.6352,6.76539056414885,482,494,509,1,2038,0.895704441331544,0.00673363244519454,0.88229749522443,0.895700502067015,0.908734482840171,1,9219,247.89665,5.89991603567046,236,248,259,1,2168
"LMM2",9,500,0.51,0.9,9,502.67865,8.0162770169425,488,502,519,1,1733,0.895221245740155,0.00706536013324033,0.881080333017486,0.895336000737454,0.908779375307183,1,7410,237.92335,6.82458083128012,224,238,250,1,1844
"LMM2",9,500,0.51,0.9,10,506.1371,7.37548801647552,493,506,521,1.01,1727,0.898663588343243,0.00675620326739342,0.885003302087682,0.898759653870031,0.911476417551575,1,8875,241.11795,6.38746254637858,228,241,253,1,1927
"LMM2",9,500,0.51,0.95,1,503.18635,6.70222124865953,491,503,517,1,5709,0.953582880971873,0.00503927250985037,0.943365497632085,0.953675019710948,0.963020958356812,1,12803,106.9609,5.8290368049536,95,107,118,1,5241
"LMM2",9,500,0.51,0.95,2,505.96375,7.25527173067241,493,506,521,1,4812,0.952867088480653,0.0052026829984832,0.942313400195586,0.952986087472098,0.962743847819803,1,11390,105.26495,6.25247200456015,92,106,117,1,4746
"LMM2",9,500,0.51,0.95,3,488.1161,6.03139616316022,477,488,501,1,5720,0.947807196601628,0.00512070871733981,0.93749264760741,0.947967041717371,0.957452774456159,1,12534,121.97065,5.29188896160332,111,122,132,1,5532
