"model","S","N","lambda","alpha","iter","N_mean","N_sd","N_2.5","N_50","N_97.5","N_Rhat","N_n.eff","a_mean","a_sd","a_2.5","a_50","a_97.5","a_Rhat","a_n.eff","nbErrTot_mean","nbErrTot_sd","nbErrTot_2.5","nbErrTot_50","nbErrTot_97.5","nbErrTot_Rhat","nbErrTot_n.eff"
"Yoshi",7,500,0.11,0.8,5,421.981953023491,221.733193717695,188.926865657503,371.1726096175,937.059033861389,1.01,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,6,245.367163355462,96.2811443669858,128.669748053706,223.542907442514,499.500748274472,1,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,7,186.468012223477,81.1974427912508,102.484465737403,170.59743611426,358.849041687967,1.12,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,8,133.991090775737,35.1263878988388,87.394699313766,127.068824345868,222.092596266815,1,1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,9,236.627593211207,114.38521250059,112.871506819385,208.222285689622,527.928897907007,1.09,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.8,10,154.886785722528,42.3385809611356,98.7811439637743,146.428925996191,260.122167359006,1.02,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,1,296.733136964724,95.1098908658802,169.089693242198,278.030646296777,534.93288119853,1.01,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,2,274.71941323512,83.4475984056803,164.947706960559,258.308144189216,488.90427735741,1,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,3,221.315039365116,84.2526859795706,121.964067782647,201.996009580896,438.655186282036,1.02,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,4,414.687443035064,161.971696536342,212.921370163594,378.231157716959,829.724762582781,1.01,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,5,376.437225751084,154.761039803091,192.830664172309,341.842625049734,764.969711239137,1.03,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,6,340.307052375491,127.361445808357,184.944204753482,311.603679523108,670.076942738284,1,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,7,262.054095720349,87.1992130190061,149.682692937702,242.98420879416,483.482305982684,1.02,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,8,169.139829207221,40.7785299455213,112.893874630091,161.195503905294,274.052770309842,1,1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,9,200.839246146573,65.8660904555086,114.385149686947,187.80228909271,367.218981626625,1,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.9,10,214.050109223167,58.3242154476051,137.956473542642,202.79488713512,359.715708773138,1,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,1,384.104741386959,129.689921986524,215.868771243386,357.688545097746,714.991935330514,1.05,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,2,279.785402189883,83.2183672830572,168.146257989119,263.211700043321,489.104411649553,1.01,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,3,290.058681856866,102.959698154851,163.113872624395,264.970966487705,562.020813192699,1,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,4,479.697033753563,183.412709786254,247.752928899012,439.421787091992,936.173282031869,1.03,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,5,371.726570998506,132.627929914324,204.547244057261,343.526204980224,696.811096478843,1.01,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,6,335.923505577924,109.361169936637,193.111600203818,312.892119670811,612.664151520068,1,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,7,347.561860450823,114.624891341967,193.662113777632,324.516666631264,639.018063868157,1.01,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,8,189.220711807284,46.8196863331282,123.75778635364,180.882900297362,302.01164653232,1,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,9,220.318541644057,67.6411159892362,132.193751187903,207.606511571614,385.642069620188,1.01,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.11,0.95,10,232.200259381639,59.1301275860053,150.837600061459,221.424533962713,380.983645641652,1,922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,1,448.223135761933,65.9053577853286,342.170131215996,440.566107268315,598.681524921578,1.01,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,2,463.518719747953,68.7125516939547,354.01057377752,455.135217347221,621.166497265571,1,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,3,506.274075282872,77.1391671591022,384.598253583015,496.409875857647,689.399411248463,1.01,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,4,349.11966079651,45.0701224656849,276.20099353759,344.42522446931,453.945612227605,1,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,5,441.335393952727,69.9240583100486,330.040186474157,433.24428811934,604.449889610943,1.03,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,6,530.84297309728,70.1600259837927,415.682795285118,522.450078279013,690.841914862824,1.03,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,7,414.471098714429,55.1174608887526,323.51338297814,408.378633364704,540.564423399878,1.01,1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,8,434.096156443972,59.9394351919103,336.499053021309,426.845630831592,573.234498760411,1,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,9,480.67414567707,64.192446688861,376.094514619595,473.29297615626,626.133600463605,1,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.8,10,386.926855156511,51.8290234361786,305.668343143125,380.257197216641,507.107852393516,1,1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,1,496.872627511159,61.8369675131075,398.098842068552,489.181125743315,641.35878675581,1,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,2,458.744695662467,52.6731750185198,371.294333272103,453.51636089299,578.28095130977,1,1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,3,444.06574520437,48.8136751737447,363.013560787888,438.546007895057,554.60495390336,1,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,4,428.374314186246,47.5045268676697,349.991508738432,423.46596286096,533.55350149136,1.01,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,5,446.333303185162,56.872192337081,356.884925965674,439.159876593134,576.658330054903,1.01,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,6,527.424874738973,58.551462240885,430.409385502157,521.508613433302,660.206146073266,1,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,7,450.567899284942,54.5772731113736,358.294634124208,445.33169111001,571.910382084654,1,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,8,444.65868296941,55.0992272128424,355.408171181625,438.68738240037,568.316357699256,1,1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,9,537.054675020958,62.1352567858847,434.406754283112,531.146082758783,676.076054571342,1.01,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.9,10,463.10302206374,57.7177989709185,370.166149110262,456.486549327013,592.137360648971,1.01,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,1,538.16349393764,62.6309276729602,433.699672542791,532.198221338325,680.532588685113,1,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,2,484.008983662758,53.1001212643268,394.58692255283,478.942464248856,603.841701588447,1,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,3,442.558581197411,44.1336209755932,369.767081305227,438.108454883369,541.93567779075,1,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,4,449.016624385478,44.6972988606868,373.708779068001,444.904471425895,548.099838335344,1.02,1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,5,442.781288319941,49.1883400473757,360.196801253765,437.094215067583,553.051058945202,1,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,6,493.80102359986,46.6948422951355,415.529247322615,489.212781051158,599.198767927213,1,1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,7,466.428677881235,49.5243646363693,385.304794328757,460.899162172133,576.833592263967,1,1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,8,439.866529105374,47.2515329860383,360.270928263185,435.248959597109,545.411881000453,1,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,9,503.71325071079,53.7093001328973,413.744263324444,498.718225598546,621.982836673738,1,1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.23,0.95,10,473.250785726294,55.7646562035751,381.0618806844,467.54312229922,597.763117252542,1,1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,1,514.166028001157,37.3458897198938,448.359501176512,511.519227400096,594.339839061108,1,1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,2,438.39482032695,28.330516153654,389.919351134294,436.148637864774,499.826515831156,1,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,3,508.109553657692,33.7873679786745,448.165281734495,505.848726348894,579.321656846565,1,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,4,524.253881544408,33.9775035966347,466.387766987938,521.477735314685,599.713542014932,1,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,5,542.067760329109,36.6586688361106,477.4502595985,539.19002062107,620.183295763956,1,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,6,490.121863874475,29.7591730214858,437.03176403422,489.07068857764,553.506624741309,1.01,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,7,438.221827118429,25.5713738359618,393.845585929902,436.190101410898,493.28711108747,1.01,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,8,531.847003303454,36.631525570955,469.010958138411,528.756246810972,613.499592744764,1,1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,9,514.052074678527,38.0786830908154,448.188201240171,510.892739499168,597.235665148824,1,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.8,10,456.472326107185,22.8894333625662,416.246751839496,454.808010717229,505.723331349064,1,1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,1,545.680998662986,34.3792853180717,485.483785472123,543.067252962242,619.81009445032,1.01,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,2,484.231979782263,24.8339277522975,440.371036820874,482.472161853862,538.425991422076,1,1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,3,503.464713636558,27.0112080722395,455.744154180328,501.729471707894,561.736465234171,1,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,4,524.982419750341,25.7077711434474,480.325983218206,522.934956053208,580.12344521369,1,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,5,539.174127982505,29.1224190123242,488.210263970973,537.005070325355,602.701529362491,1,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,6,500.872464386342,24.3224674632575,457.694759128499,499.194858995114,553.974333268395,1,1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,7,470.048596144568,24.6274532074278,426.997872049117,468.469200269115,523.228327881766,1,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,8,512.2901833764,27.315371985554,463.706436639373,510.277522932897,570.397038878494,1,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,9,538.954903455271,33.5701727259862,479.584145597956,537.031808340758,610.914538499365,1,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.9,10,467.586647192103,20.2613664542072,432.656830242842,465.965475335488,511.386106523425,1,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,1,538.068612617975,29.3886574515659,486.47324548057,535.776366651111,601.407530321061,1,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,2,477.452691906045,21.623260192084,439.611510987387,475.920002305424,524.161607012609,1,1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,3,503.899744165069,23.7366369243427,462.072282486371,501.848522659587,556.099472410691,1.01,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,4,502.329011758513,21.4637348459916,464.431699025996,500.935355335099,548.560810347275,1,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,5,537.818390884258,26.0536371415443,492.07581059859,536.107898988169,593.267798454156,1,1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,6,508.825803724858,21.6180487598073,470.292156887344,507.728777179572,554.588839296445,1,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,7,467.366996166017,21.2138245626325,429.580917885975,465.969551449537,511.935193533653,1,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,8,505.685835637016,23.8876727906822,462.369344533317,504.398489400293,556.051762495607,1.01,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,9,540.926392387046,30.4124393667289,486.637711653171,539.276735516635,605.623856934338,1,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.36,0.95,10,500.140647473751,19.8630606919289,464.493473764289,498.835151275949,542.809708921862,1,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,1,481.594050469608,15.2635588879451,454.027063297267,480.79547598401,513.655479015937,1,2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,2,509.071697729029,15.7542037424822,480.812322680537,508.081543496257,542.376171600287,1,2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,3,485.063902929448,13.5285845807402,460.971513814974,484.197747879462,513.675847592185,1,2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,4,481.701175599907,12.6539608557684,458.57108642921,481.051664940432,508.373074062075,1,2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,5,505.960191084244,15.1512638425755,478.645951946672,505.303649665118,538.073578845185,1,2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,6,505.159399264549,14.6409043339046,478.772227304444,504.361845109159,536.350560113366,1,2168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,7,512.735448448524,17.8070998049127,480.486603839813,511.871064956218,550.405747664764,1,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,8,513.586151857581,16.5915559210556,483.796600799542,512.50573706024,549.438663593546,1,2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,9,483.645768206238,11.6793103476942,462.772769916318,482.924960878229,508.568726624678,1,2392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.8,10,484.334863185714,13.3344755279846,460.317386302995,483.635679696849,512.369557263617,1,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,1,493.559033688272,12.1579593241605,471.674230831587,492.903734232592,519.441492982151,1,2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,2,494.209041884184,10.7884867165317,474.981025083382,493.527860361175,517.26977071967,1,2398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,3,491.405969164036,10.097905225021,473.047568315182,490.812377314902,512.669445483883,1,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,4,500.774012696533,10.6119183484009,481.707496443944,500.180125962057,523.242648195671,1,2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,5,507.396845670419,11.0623454763565,487.318105363566,506.784794016628,530.298969310924,1,2453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,6,493.742595652861,10.1240371047344,475.560654226149,493.107260474269,515.171883299295,1,2477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,7,487.005987403105,11.205434813378,466.666018818605,486.489549436214,510.314993160733,1,2423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,8,502.326480832515,12.198114313423,480.297858615258,501.740040309977,528.083424938991,1,2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,9,491.779718834098,9.42898229563687,474.766158916985,491.320654533515,511.63268724521,1,2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.9,10,491.304396817379,10.6657023972497,471.876788023058,490.769479135194,513.377352856801,1,2463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,1,488.801761863535,10.1856200368395,470.520293213002,488.233352938761,510.354249787434,1,2416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,2,498.754607473295,9.72673567595603,480.838744305749,498.344733048689,519.142024489258,1,2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,3,503.450035820031,9.49369503346536,486.203189367946,502.976547687084,523.663348478018,1,2443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,4,506.568326424248,9.17191361997407,489.672775968903,506.24922006582,525.428650053957,1,2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,5,497.277226481303,9.133410227305,480.727125407878,496.838877074677,516.269704847942,1,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,6,492.631580762879,8.71032893838772,476.708551396538,492.162610568617,510.810328637649,1,2639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,7,499.149316341393,11.0407039160101,479.420390416064,498.525220966637,522.51804740573,1.01,2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,8,505.955222766548,10.8123802901587,486.643124262046,505.373481723601,528.355693239523,1,2415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,9,498.195722779787,8.65051892929604,482.781196114947,497.733164884131,516.184770689735,1,2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",7,500,0.51,0.95,10,494.337413431747,8.91503803157473,477.913947820228,493.920859992277,512.918014176684,1,2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,1,465.69854383562,133.912251524565,279.334071274447,441.139092323607,788.08881335921,1,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,2,425.217785378807,141.692022037823,239.860251646357,397.3242559544,771.937349980052,1.03,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,3,336.749142455561,83.5345278343889,220.308309568452,321.786270974668,539.385731240104,1,856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,4,399.319033417932,118.305961866726,237.217284184738,377.693940957096,679.599402181336,1,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,5,414.507495050689,114.895010868259,259.935920932141,393.40885066426,688.396040795896,1,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,6,343.288832043563,98.0407647765326,212.03798380894,324.646846260802,587.014013786774,1.02,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,7,254.178174759419,67.9445725885422,161.66713399001,239.507715022914,422.242960101724,1,913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,8,330.134235606151,83.2198725261598,212.330625683284,314.997029150333,536.270775509403,1.01,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,9,219.010332389453,46.516830963804,150.149524024597,211.691991468282,332.866862054594,1,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.8,10,466.267876429497,140.920525315213,275.985591995695,439.058827971017,814.96132044765,1,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,1,530.210915766318,133.323341744629,342.768285398421,507.287734493055,852.735568215075,1,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,2,458.299492745256,124.081514977682,286.168544618556,437.542189809583,765.624561075759,1.01,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,3,401.148384183723,88.3223106229422,273.454940179662,387.602056214914,613.828722365528,1,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,4,483.518053637667,136.189680860374,301.064235198889,454.600951953088,827.669689527606,1,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,5,523.68511371704,124.126372374353,342.684817275304,504.569630762659,817.430438408664,1.01,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshi",9,500,0.11,0.9,6,370.811206424704,87.9773756434713,243.419350873279,355.786749495408,589.071480530031,1.01,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
